Giro,Nombre Comercial,Razón Social,Código Scian,Actividad,Tamaño,Calle,Número Exterior,Letra Exterior,Número Interior,Letra Interior,Colonia,Código Postal,Estado,Ciudad,Teléfono,Email,Página web
Hotelería y Restaurantes,PIZZADRINOS,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",6 a 10 personas,41,0,SN,,,CIUDAD CAUCEL,97300,Yucatán,Mérida,,,
Hotelería y Restaurantes,PIZZERIA LA PERGOLA,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,0,SN,,,PACABTUN,97160,Yucatán,Mérida,,,
Hotelería y Restaurantes,PIZZERIA LALO,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,0,SN,,,ALVARO OBREGON,97350,Yucatán,Hunucmá,,,
Hotelería y Restaurantes,PIZZERIA RODRIGOS,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,430,,,,JUAN PABLO II AMPLIACION,97246,Yucatán,Mérida,9994168730,,
Hotelería y Restaurantes,POLLERIA BRUJO,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,0,SN,0,,VALLADOLID,97782,Yucatán,Valladolid,9858520401,,
Hotelería y Restaurantes,POLLERIA LA MORENA,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,173,,0,,SANTA ANA,97780,Yucatán,Valladolid,,,
Hotelería y Restaurantes,POLLOS ALA LEÑA,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,0,SN,,,VALLADOLID,97782,Yucatán,Valladolid,,,
Hotelería y Restaurantes,POLLOS ASADOS AL CARBON ESTILO SINALOA EL AMIGO VERA,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,450,B,,,INDUSTRIAL,97150,Yucatán,Mérida,9992946535,,
Hotelería y Restaurantes,POLLOS ASADOS EL POLLO RICO,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,0,SN,,,CHUNCHUCUN,97970,Yucatán,Tekax,9971125812,,
Hotelería y Restaurantes,POLLOS ASADOS EL POLLO RICO,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,0,SN,,,SAN IGNACIO,97970,Yucatán,Tekax,9971117528,,
Hotelería y Restaurantes,POLLOS ASADOS TIKITIKI,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,0,SN,,,ALVARO OBREGON,97350,Yucatán,Hunucmá,9995013287,,
Hotelería y Restaurantes,POZOLERIA EL ATORON DE MARIA MAGDALENA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,294,,,,FRANCISCO DE MONTEJO III,97203,Yucatán,Mérida,,,
Hotelería y Restaurantes,PREPARACION DE TORTAS SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,0,SN,,,SOLIDARIDAD,97970,Yucatán,Tekax,,,
Hotelería y Restaurantes,PUESTO LA CALETA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,NUEVA YUCALPETEN,97320,Yucatán,Progreso,9995084355,,
Hotelería y Restaurantes,RAMIRO COCINA,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,41,386,,,,CENTRO,97000,Yucatán,Mérida,9992320608,,
Hotelería y Restaurantes,REFUGIO 41,,721112,Hoteles sin otros servicios integrados,6 a 10 personas,41,255,D,0,,BACALAR,97784,Yucatán,Valladolid,9843167448,,
Hotelería y Restaurantes,RENTA DE HABITACIONES LIZ,,721311,Pensiones y casas de huéspedes,0 a 5 personas,41,450,,0,,INDUSTRIAL,97150,Yucatán,Mérida,9991742666,,
Hotelería y Restaurantes,RESTAURANT LOS ARRECIFES,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,41,,SN,0,,VALLADOLID,97782,Yucatán,Valladolid,,,
Hotelería y Restaurantes,RESTAURANTE EL ATRIO DEL MAYAB,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,41,0,SN,,,CENTRO,97780,Yucatán,Valladolid,,ELATRIODELMAYAB@HOTMAIL.COM,
Hotelería y Restaurantes,RESTAURANTE EL GALLO,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,41,0,SN,,,VALLADOLID,97782,Yucatán,Valladolid,,,
Hotelería y Restaurantes,RESTAURANTE FRIES BUSHER COCDRILS,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,41,432,L,,,INDUSTRIAL,97150,Yucatán,Mérida,9992477182,BUSHERCOCDRILSINDUSTRIAL@GMAIL.COM,
Hotelería y Restaurantes,RESTAURANTE GILS,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,41,0,SN,,,SANTA ANA,97780,Yucatán,Valladolid,,,
Hotelería y Restaurantes,RESTAURANTE HUPER,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,41,0,SN,,,CENTRO,97780,Yucatán,Valladolid,9851301545,HUPER.MX@GMAIL.COM,
Hotelería y Restaurantes,RESTAURANTE LOS PORTALES,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,41,202,,,,CENTRO,97780,Yucatán,Valladolid,,TABERNAFRAILES@GMAIL.COM,WWW.LOSPORTALESVALLADOLID.MX
Hotelería y Restaurantes,RESTAURANTE PLAZA MAYA,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,41,235,,0,,BACALAR,97784,Yucatán,Valladolid,9851064627,,
Hotelería y Restaurantes,RESTAURANTE SANT DRITO,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,41,0,SN,,,SISAL,97784,Yucatán,Valladolid,9851025392,,
Hotelería y Restaurantes,RESTAURANTE Y COCKTELERIA CHARLIES AND GABIES,,722512,Restaurantes con servicio de preparación de pescados y mariscos,6 a 10 personas,41,168,C,0,,SANT ANA,97780,Yucatán,Valladolid,9981597959,,
Hotelería y Restaurantes,RESTAURANTES CON SERVICIO DE PREPARACIÓN DE TACOS Y TORTAS SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,473,B,,,EL FENIX,97155,Yucatán,Mérida,,,
Hotelería y Restaurantes,REYNA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,90,,,,CENTRO,97570,Yucatán,Seyé,9994581552,,
Hotelería y Restaurantes,SUPER PIZZA,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",11 a 30 personas,41,0,SN,,,MULSAY,97246,Yucatán,Mérida,9991672707,,WWW.SUPERPIZZAMEXICO.COM
Hotelería y Restaurantes,SURF & TURF,,722516,Restaurantes de autoservicio,6 a 10 personas,41,285,A,0,,LA CASTELLANA,97203,Yucatán,Mérida,,,
Hotelería y Restaurantes,TACO LOCO MAKLAU,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,309,,,,MULSAY,97246,Yucatán,Mérida,,RONALDTEMAX@HOTMAIL.COM,
Hotelería y Restaurantes,TACO MIX,,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,41,328,,,,MANUEL AVILA CAMACHO,97159,Yucatán,Mérida,9996701358,,
Hotelería y Restaurantes,TACOS EL TIO ARABE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,236,,0,,JUAN PABLO II,97246,Yucatán,Mérida,9996443221,,
Hotelería y Restaurantes,TAKI TORTA MAIK,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,446,A,,,CENTRO,97000,Yucatán,Mérida,9992853461,,
Hotelería y Restaurantes,TAPI TAPI BUBBLE TEA,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,41,332,,,,FRANCISCO DE MONTEJO III,97203,Yucatán,Mérida,9995537733,,
Hotelería y Restaurantes,TAQUERIA COMO EN CASA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,364,,0,,JUAN PABLO II,97246,Yucatán,Mérida,9991307956,,
Hotelería y Restaurantes,TAQUERIA DE MARISCOS EL SIRENO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,168,D,0,,SANT ANA,97780,Yucatán,Valladolid,,,
Hotelería y Restaurantes,TAQUERIA DON US,,722513,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,41,0,SN,,,CHOBENCHEN,97970,Yucatán,Tekax,,,
Hotelería y Restaurantes,TAQUERIA EL AMIGO LUIS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,476,,,,JUAN PABLO II AMPLIACION,97246,Yucatán,Mérida,,,
Hotelería y Restaurantes,TAQUERIA EL PEJE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,210,A,,,JUAN PABLO II,97246,Yucatán,Mérida,9991747465,,
Hotelería y Restaurantes,TAQUERIA EL POTRO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,0,SN,,,PIEDRA DE AGUA,97392,Yucatán,Umán,9992845475,,
Hotelería y Restaurantes,TAQUERIA EL SABOR,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,0,SN,,,VALLADOLID,97782,Yucatán,Valladolid,9858089321,,
Hotelería y Restaurantes,TAQUERIA EL SOBRINO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,0,SN,,,LAZARO CARDENAS,97970,Yucatán,Tekax,9971832675,,
Hotelería y Restaurantes,TAQUERIA EL TIZONCITO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,194,B,0,,CENTRO,97780,Yucatán,Valladolid,,,
Hotelería y Restaurantes,TAQUERIA H ORTIZ,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,0,SN,,,PIEDRA DE AGUA,97392,Yucatán,Umán,9993371136,,
Hotelería y Restaurantes,TAQUERIA LA BRASITA,,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,41,0,SN,,,VALLADOLID,97782,Yucatán,Valladolid,,,
Hotelería y Restaurantes,TAQUERIA LA GLORIETA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,748,,,,FRACCIONAMIENTO PIEDRA DE AGUA,97392,Yucatán,Umán,,,
Hotelería y Restaurantes,TAQUERIA LA PUCHUNGUITA,,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,41,161,A,0,,VALLADOLID,97782,Yucatán,Valladolid,9851005494,,
Hotelería y Restaurantes,TAQUERIA LA TIA,,722514,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,41,0,SN,,,VALLADOLID,97782,Yucatán,Valladolid,,,
Hotelería y Restaurantes,TAQUERIA LOS GARCIA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,393,L,0,,INDUSTRIAL,97150,Yucatán,Mérida,9981221121,,
Hotelería y Restaurantes,TAQUERIA MAAK TACO,,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,41,0,SN,,,VALLADOLID,97782,Yucatán,Valladolid,,,
Hotelería y Restaurantes,TAQUERIA MACITA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,6,,,,LAZARO CARDENAS,97970,Yucatán,Tekax,9911154939,,
Hotelería y Restaurantes,TAQUERIA MARIO,,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,41,0,SN,,,VALLADOLID,97782,Yucatán,Valladolid,,,
Hotelería y Restaurantes,TAQUERIA MIXE,,722514,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,41,15,,,,PIEDRA DE AGUA,97392,Yucatán,Umán,9996387659,,
Hotelería y Restaurantes,TAQUERIA MOLTALVOS,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,11,,,,LAZARO CARDENAS,97970,Yucatán,Tekax,,,
Hotelería y Restaurantes,TAQUERIA SIN NOMBRE,,722512,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,41,191,A,,,CENTRO,97780,Yucatán,Valladolid,,,
Hotelería y Restaurantes,TAQUERIA SQ,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,448,A,,,INDUSTRIAL,97150,Yucatán,Mérida,9618792853,,
Hotelería y Restaurantes,TAQUERIA UNO MAS,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,0,SN,,,SANTA ANA,97780,Yucatán,Valladolid,,,
Hotelería y Restaurantes,TAQUERIAS EL ÑERO,,722514,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,41,342,,,,FRANCISCO DE MONTEJO III,97203,Yucatán,Mérida,,TAQUERIASELNERO@OUTLOOK.COM,WWW.TAQUERIASELNERO.COM
Hotelería y Restaurantes,TIMBAS Y FRAPESS MID,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,41,344,,,,JUAN PABLO II,97246,Yucatán,Mérida,9993308496,,
Hotelería y Restaurantes,TORTAS HURACAN RODRIGUEZ,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,,SN,,,XLAPAC,97784,Yucatán,Valladolid,,,
Hotelería y Restaurantes,TROTAMUNDOS,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,41,383,,,,CENTRO,97700,Yucatán,Tizimín,9861163195,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,ALVARO OBREGON,97350,Yucatán,Hunucmá,9992386773,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,ALVARO OBREGON,97350,Yucatán,Hunucmá,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS CANDY,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,IZAMAL,97540,Yucatán,Izamal,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS DOÑA ROBERTA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,0,,SAN CARLOS,97430,Yucatán,Motul,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,0,SN,,,SAN IGNACIO,97970,Yucatán,Tekax,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,SAN IGNACIO,97970,Yucatán,Tekax,9971321823,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,SAN ESTEBAN,97960,Yucatán,Tzucacab,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,41,,SN,,,YOKCHENKAX,97970,Yucatán,Tekax,9971089346,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,LAZARO CARDENAS,97970,Yucatán,Tekax,9971257530,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,,SN,,,SAN FRANCISCO,97970,Yucatán,Tekax,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS Y POSTRES PARA LLEVAR,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,0,,LAZARO CARDENAS,97970,Yucatán,Tekax,9971455211,NERYCANTO1212@GMAIL.COM,
Hotelería y Restaurantes,VENTA DE ANTOJITOS YUCATECOS MAMI ILEANA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,817,A,,,TIXCACAL PASEOS DE OPICHEN,97312,Yucatán,Mérida,9997802593,,
Hotelería y Restaurantes,VENTA DE BARBACOA DE RES EL BINGO,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,VALLADOLID,97782,Yucatán,Valladolid,9851025550,,
Hotelería y Restaurantes,VENTA DE CARNERO DON CHAROL,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,395,,0,,CENTRO,97700,Yucatán,Tizimín,9861021129,,
Hotelería y Restaurantes,VENTA DE CARNERO DON CLEMENTE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,0,SN,,,CENTRO,97700,Yucatán,Tizimín,9861047276,,
Hotelería y Restaurantes,VENTA DE CENAS LA BENDICION DE DIOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,0,,CERES,97880,Yucatán,Oxkutzcab,9971791836,,
Hotelería y Restaurantes,VENTA DE CEVICHE SIN NOMBRE,,722512,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,41,329,,0,,JUAN PABLO II,97246,Yucatán,Mérida,,,
Hotelería y Restaurantes,VENTA DE COCHINITA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,MIGUEL HIDALGO,97229,Yucatán,Mérida,,,
Hotelería y Restaurantes,VENTA DE COCHINITA HORNEADA SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,454,,0,,JUAN PABLO II AMPLIACION,97246,Yucatán,Mérida,,,
Hotelería y Restaurantes,VENTA DE COCHINITA SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,CHUNCHUCUM,97970,Yucatán,Tekax,9994981148,,
Hotelería y Restaurantes,VENTA DE COCHINITA Y LECHON,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,0,,ALVARO OBREGON,97350,Yucatán,Hunucmá,,,
Hotelería y Restaurantes,VENTA DE COMIDA,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,41,293,D,,,CENTRO,97430,Yucatán,Motul,9911021835,,
Hotelería y Restaurantes,VENTA DE COMIDA CASERA,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,41,100,,,,KOMCHEN,97300,Yucatán,Mérida,9991294725,,
Hotelería y Restaurantes,VENTA DE COMIDA DENTRO DE LA VIVIENDA SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,,SN,,,SAN FRANCISCO,97970,Yucatán,Tekax,9971391137,,
Hotelería y Restaurantes,VENTA DE COMIDA EL TIO ROBERT,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,41,0,SN,,,PLACITA,97960,Yucatán,Tzucacab,9971454401,,
Hotelería y Restaurantes,VENTA DE COMIDA VEGETARIANA LUNA PACH,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,41,0,SN,,,CENTRO,97780,Yucatán,Valladolid,,,
Hotelería y Restaurantes,VENTA DE CREPAS Y ESQUITES CREPSQUIT,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,41,175,D,,,SANTA ANA,97780,Yucatán,Valladolid,9851145841,,
Hotelería y Restaurantes,VENTA DE DESAYUNO CHILL CHILAQUIL TKX,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,0,SN,,,LAZARO CARDENAS,97970,Yucatán,Tekax,9971006218,,
Hotelería y Restaurantes,VENTA DE DESAYUNOS,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,41,0,SN,,,LAZARO CARDENAS,97970,Yucatán,Tekax,,,
Hotelería y Restaurantes,VENTA DE DESAYUNOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,CENTRO,97970,Yucatán,Tekax,9971243313,,
Hotelería y Restaurantes,VENTA DE ELOTES SIN NOMBRE,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,41,0,SN,,,BENITO JUAREZ,97970,Yucatán,Tekax,,,
Hotelería y Restaurantes,VENTA DE EMPANADAS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,266,,0,,JUAN PABLO II,97246,Yucatán,Mérida,,,
Hotelería y Restaurantes,VENTA DE HAMBURGUESAS LUCAS,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,,SN,,,JUAN PABLO II,97246,Yucatán,Mérida,,,
Hotelería y Restaurantes,VENTA DE HAMBURGUESAS SIN NOMBRE,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,331,,,,JUAN PABLO II,97246,Yucatán,Mérida,,,
Hotelería y Restaurantes,VENTA DE HAMBURGUESAS Y HOT DOG SIN NOMBRE,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,41,5,,,,LAZARO CARDENAS,97970,Yucatán,Tekax,9971259438,,
Hotelería y Restaurantes,VENTA DE HERBALIFE,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,41,0,SN,,,ALVARO OBREGON,97350,Yucatán,Hunucmá,9992212836,,
Hotelería y Restaurantes,VENTA DE LECHON,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,41,0,SN,,,SAN IGNACIO,97970,Yucatán,Tekax,9971176061,,
Hotelería y Restaurantes,VENTA DE LECHON Y COCHINITA SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,41,,SN,,,SAN IGNACIO,97970,Yucatán,Tekax,9971127732,,
Hotelería y Restaurantes,VENTA DE MARISCOS YO AMO VALLADOLID,,722512,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,41,0,SN,,,VALLADOLID,97782,Yucatán,Valladolid,,,
